Code,Description,Category,CreatedAt
FM011,RX Sensitivity Fail,Femtocell Test Function Issue,2026-04-29
FM012,N7309A1 program init Fail,Femtocell Test Function Issue,2026-04-29
FM013,Agilent MXA init Fail,Femtocell Test Function Issue,2026-04-29
FM014,Agilent ESG init Fail,Femtocell Test Function Issue,2026-04-29
FM015,RF Test Timeout,Femtocell Test Function Issue,2026-04-29
FM016,OTP1 MAC addr programmming Fail,Femtocell Test Function Issue,2026-04-29
FM017,Telnet connection to DUT Fail,Femtocell Test Function Issue,2026-04-29
FM018,Update kernal Fail,Femtocell Test Function Issue,2026-04-29
FM019,Update rfs Fail,Femtocell Test Function Issue,2026-04-29
FM020,Update app Fail,Femtocell Test Function Issue,2026-04-29
FM021,Update unitdata Fail,Femtocell Test Function Issue,2026-04-29
FM022,Update caldata Fail,Femtocell Test Function Issue,2026-04-29
FM023,SCP connection to DUT Fail,Femtocell Test Function Issue,2026-04-29
FM024,Can't find correct unitdata,Femtocell Test Function Issue,2026-04-29
LT001,,LTE Test Function Issue,2026-04-29
LT002,,LTE Test Function Issue,2026-04-29
LT003,,LTE Test Function Issue,2026-04-29
LT004,,LTE Test Function Issue,2026-04-29
LT005,,LTE Test Function Issue,2026-04-29
LT006,,LTE Test Function Issue,2026-04-29
LT007,,LTE Test Function Issue,2026-04-29
LT008,,LTE Test Function Issue,2026-04-29
LT009,,LTE Test Function Issue,2026-04-29
LT010,,LTE Test Function Issue,2026-04-29
LT011,,LTE Test Function Issue,2026-04-29
LT012,,LTE Test Function Issue,2026-04-29
LT013,,LTE Test Function Issue,2026-04-29
LT014,,LTE Test Function Issue,2026-04-29
LT015,,LTE Test Function Issue,2026-04-29
LT016,,LTE Test Function Issue,2026-04-29
LT017,,LTE Test Function Issue,2026-04-29
LT018,,LTE Test Function Issue,2026-04-29
LT019,,LTE Test Function Issue,2026-04-29
LT020,,LTE Test Function Issue,2026-04-29
LT021,,LTE Test Function Issue,2026-04-29
LT022,,LTE Test Function Issue,2026-04-29
LT023,,LTE Test Function Issue,2026-04-29
LT024,,LTE Test Function Issue,2026-04-29
LT025,,LTE Test Function Issue,2026-04-29
LT026,,LTE Test Function Issue,2026-04-29
LT027,,LTE Test Function Issue,2026-04-29
LT028,,LTE Test Function Issue,2026-04-29
LT029,,LTE Test Function Issue,2026-04-29
LT030,,LTE Test Function Issue,2026-04-29
LT031,,LTE Test Function Issue,2026-04-29
LT032,,LTE Test Function Issue,2026-04-29
LT033,,LTE Test Function Issue,2026-04-29
LT034,,LTE Test Function Issue,2026-04-29
LT035,,LTE Test Function Issue,2026-04-29
LT036,,LTE Test Function Issue,2026-04-29
LT037,,LTE Test Function Issue,2026-04-29
LT038,,LTE Test Function Issue,2026-04-29
LT039,,LTE Test Function Issue,2026-04-29
LT040,,LTE Test Function Issue,2026-04-29
LT041,,LTE Test Function Issue,2026-04-29
LT042,,LTE Test Function Issue,2026-04-29
LT043,,LTE Test Function Issue,2026-04-29
LT044,,LTE Test Function Issue,2026-04-29
LT045,,LTE Test Function Issue,2026-04-29
LT046,,LTE Test Function Issue,2026-04-29
LT047,,LTE Test Function Issue,2026-04-29
LT048,,LTE Test Function Issue,2026-04-29
LT049,,LTE Test Function Issue,2026-04-29
LT050,,LTE Test Function Issue,2026-04-29
LT051,,LTE Test Function Issue,2026-04-29
LT052,,LTE Test Function Issue,2026-04-29
LT053,,LTE Test Function Issue,2026-04-29
LT054,,LTE Test Function Issue,2026-04-29
LT055,,LTE Test Function Issue,2026-04-29
LT056,,LTE Test Function Issue,2026-04-29
LT057,,LTE Test Function Issue,2026-04-29
LT058,,LTE Test Function Issue,2026-04-29
LT059,,LTE Test Function Issue,2026-04-29
LT060,,LTE Test Function Issue,2026-04-29
LT061,,LTE Test Function Issue,2026-04-29
LT062,,LTE Test Function Issue,2026-04-29
LT063,,LTE Test Function Issue,2026-04-29
LT064,,LTE Test Function Issue,2026-04-29
LT065,,LTE Test Function Issue,2026-04-29
LT066,,LTE Test Function Issue,2026-04-29
LT067,,LTE Test Function Issue,2026-04-29
LT068,,LTE Test Function Issue,2026-04-29
LT069,,LTE Test Function Issue,2026-04-29
LT070,,LTE Test Function Issue,2026-04-29
LT071,,LTE Test Function Issue,2026-04-29
LT072,,LTE Test Function Issue,2026-04-29
LT073,,LTE Test Function Issue,2026-04-29
LT074,,LTE Test Function Issue,2026-04-29
LT075,,LTE Test Function Issue,2026-04-29
LT076,,LTE Test Function Issue,2026-04-29
LT077,,LTE Test Function Issue,2026-04-29
LT078,,LTE Test Function Issue,2026-04-29
LT079,,LTE Test Function Issue,2026-04-29
LT080,,LTE Test Function Issue,2026-04-29
LT081,,LTE Test Function Issue,2026-04-29
LT082,,LTE Test Function Issue,2026-04-29
LT083,,LTE Test Function Issue,2026-04-29
LT084,,LTE Test Function Issue,2026-04-29
GF001,Set Boot Parameters Fail,General Test Function Issue,2026-04-29
GF002,CLI Command Fail,General Test Function Issue,2026-04-29
GF003,Detect Wireless Card Fail,General Test Function Issue,2026-04-29
GF004,Ping Fail,General Test Function Issue,2026-04-29
GF005,LED Test Fail,General Test Function Issue,2026-04-29
GF006,Reset Button Test Fail,General Test Function Issue,2026-04-29
GF007,WLAN Button Test Fail,General Test Function Issue,2026-04-29
GF008,WPS Button Test Fail,General Test Function Issue,2026-04-29
GF009,LAN Port Test Fail,General Test Function Issue,2026-04-29
GF010,USB Host Test Fail,General Test Function Issue,2026-04-29
GF011,USB Slave Test Fail,General Test Function Issue,2026-04-29
GF012,DOS Command Fail,General Test Function Issue,2026-04-29
GF013,ART Command Fail,General Test Function Issue,2026-04-29
GF014,Upload Test Image Fail,General Test Function Issue,2026-04-29
GF015,TX Throughput Test Fail,General Test Function Issue,2026-04-29
GF016,RX Throughput Test Fail,General Test Function Issue,2026-04-29
GF017,Set SSID Fail,General Test Function Issue,2026-04-29
GF018,Set Bridge Mode Fail,General Test Function Issue,2026-04-29
GF019,Set PPPoE Mode Fail,General Test Function Issue,2026-04-29
GF020,Disable Firewall Fail,General Test Function Issue,2026-04-29
GF021,Set Security Fail,General Test Function Issue,2026-04-29
GF022,Set To ADSL Mode Fail,General Test Function Issue,2026-04-29
GF023,Set To VDSL Mode Fail,General Test Function Issue,2026-04-29
GF024,Set To ISDN Mode Fail,General Test Function Issue,2026-04-29
GF025,Set DUT IP Fail,General Test Function Issue,2026-04-29
GF026,Set Country Fail,General Test Function Issue,2026-04-29
GF027,Set SKU ID Fail,General Test Function Issue,2026-04-29
GF028,Set WPS PIN ID Fail,General Test Function Issue,2026-04-29
GF029,Set DUT To Default Fail,General Test Function Issue,2026-04-29
GF030,Check Web Value Fail,General Test Function Issue,2026-04-29
GF031,Check SKU ID Fail,General Test Function Issue,2026-04-29
GF032,Check WPS PIN ID Fail,General Test Function Issue,2026-04-29
GF033,Check DUT Default Fail,General Test Function Issue,2026-04-29
GF034,Check Runtime Version Fail,General Test Function Issue,2026-04-29
GF035,Check Mini-Kernel Fail,General Test Function Issue,2026-04-29
GF036,Upgrade Boot Code Fail,General Test Function Issue,2026-04-29
GF037,Upgrade Runtime Code Fail,General Test Function Issue,2026-04-29
GF038,Upgrade Private Key Fail,General Test Function Issue,2026-04-29
GF039,Upgrade Public Key Fail,General Test Function Issue,2026-04-29
GF040,Throughput Test Fail,General Test Function Issue,2026-04-29
GF041,Set Log Fail,General Test Function Issue,2026-04-29
GF042,LCD Panel Test Fail,General Test Function Issue,2026-04-29
GF043,Touch Pad Test Fail,General Test Function Issue,2026-04-29
GF044,Board Configuration test Fail,General Test Function Issue,2026-04-29
GF045,Memory Test Fail,General Test Function Issue,2026-04-29
GF047,Check Boot Code Version Fail,General Test Function Issue,2026-04-29
GF048,Set RSA Key Fail,General Test Function Issue,2026-04-29
GF049,Check Program Information Fail,General Test Function Issue,2026-04-29
GF050,Check Version det information Fail,General Test Function Issue,2026-04-29
GF051,Power ON and Check AP Status Fail,General Test Function Issue,2026-04-29
GF053,Check 2G Association test Fail,General Test Function Issue,2026-04-29
GF054,Check 5G Association test Fail,General Test Function Issue,2026-04-29
GF055,Get Sessions ID and Verify Client card IP Addr,General Test Function Issue,2026-04-29
GF056,Disable Radio and Get show log buffer Fail,General Test Function Issue,2026-04-29
GF057,DUT bootcode and Bootstrap version information,General Test Function Issue,2026-04-29
GF058,Check 2G Client Card Info Fail,General Test Function Issue,2026-04-29
GF059,Check 5G Client Card Info Fail,General Test Function Issue,2026-04-29
GF060,Run ART2-CART Fail,General Test Function Issue,2026-04-29
GF061,Wait ART2 Initialization Timeout,General Test Function Issue,2026-04-29
GF062,ART2 Open Report file Fail,General Test Function Issue,2026-04-29
GF063,ART2 2GHz Power Accuracy by chain Fail,General Test Function Issue,2026-04-29
GF064,ART2 2GHz Power (EVM) Accuracy Fail,General Test Function Issue,2026-04-29
GF065,ART2 2GHz EVM Accuracy Fail,General Test Function Issue,2026-04-29
GF066,ART2 2GHz Frequency Accuracy Fail,General Test Function Issue,2026-04-29
GF067,ART2 2GHz Spectral Mask Fail,General Test Function Issue,2026-04-29
GF068,ART2 2GHz Sensitivity Fail,General Test Function Issue,2026-04-29
GF069,ART2 Wait 2GHz Calibration Coefficients timeout,General Test Function Issue,2026-04-29
GF070,ART2 Wait 2GHz EVM Accuracy timeout,General Test Function Issue,2026-04-29
GF071,ART2 Wait 2GHz SPECTRAL MASK timeout,General Test Function Issue,2026-04-29
GF072,ART2 Wait 2GHz RSSI Calibration timeout,General Test Function Issue,2026-04-29
GF073,ART2 Wait 2GHZ SENSITIVITY timeout,General Test Function Issue,2026-04-29
GF074,JUNP Set Model Name Fail,General Test Function Issue,2026-04-29
GF075,JUNP Set Ethernet MAC Addr Fail,General Test Function Issue,2026-04-29
GF076,JUNP Set Serial Number Fail,General Test Function Issue,2026-04-29
GF077,JUNP Set RegionID Fail,General Test Function Issue,2026-04-29
GF078,JUNP Set Number MAC Fail,General Test Function Issue,2026-04-29
GF079,JUNP Set Harware Version Fail,General Test Function Issue,2026-04-29
GF080,ART2 Wait 5GHz Calibration Coefficients,General Test Function Issue,2026-04-29
GF081,ART2 5GHz Power Accuracy by chain Fail,General Test Function Issue,2026-04-29
GF082,ART2 5GHz Power (EVM) Accuracy Fail,General Test Function Issue,2026-04-29
GF083,ART2 5GHz Sensitivity Fail,General Test Function Issue,2026-04-29
GF084,ART2 5GHz EVM Accuracy Fail,General Test Function Issue,2026-04-29
GF085,ART2 5GHz Frequency Accuracy Fail,General Test Function Issue,2026-04-29
GF086,ART2 write calibration value Fail,General Test Function Issue,2026-04-29
GF087,ART2 Restore FLASH partition Fail,General Test Function Issue,2026-04-29
GF088,ART2 Ping to IQF IP Fail,General Test Function Issue,2026-04-29
GF089,ART2 Communication with IQF Fail,General Test Function Issue,2026-04-29
GF090,JUNP Download uBoot Fail,General Test Function Issue,2026-04-29
GF091,JUNP Set MFG Data Fail,General Test Function Issue,2026-04-29
GF092,PCI-E Component Fail,General Test Function Issue,2026-04-29
GF093,Device Reset Error,General Test Function Issue,2026-04-29
GF094,SIM Card Test Fail,General Test Function Issue,2026-04-29
GF095,External Loopback Test Fail,General Test Function Issue,2026-04-29
GF096,Check Relay Board Status Fail,General Test Function Issue,2026-04-29
GF097,Internal Loopback Test Fail,General Test Function Issue,2026-04-29
GF098,Set 2G ClientCard Kill Iperf flag Fail,General Test Function Issue,2026-04-29
GF099,Set 5G ClientCard Kill Iperf flag Fail,General Test Function Issue,2026-04-29
GF100,Parsing Logfile Fail,Unknown,2026-04-29
GF101,LAN Port 1 Test Fail,Unknown,2026-04-29
GF102,LAN Port 2 Test Fail,Unknown,2026-04-29
GF103,LAN Port 3 Test Fail,Unknown,2026-04-29
GF104,LAN Port 4 Test Fail,Unknown,2026-04-29
GF105,WAN Port Test Fail,Unknown,2026-04-29
GF106,USB1 VIA Host Init Fail,Unknown,2026-04-29
GF107,USB2 OTG Host Init Fail,Unknown,2026-04-29
GF108,USB1 Detected Fail,Unknown,2026-04-29
GF109,USB2 Detected Fail,Unknown,2026-04-29
GF110,POST Fail,Unknown,2026-04-29
GF111,Restart Button Test Fail,General Test Function Issue,2026-04-29
GF112,Roter Button Test Fail,General Test Function Issue,2026-04-29
GF113,USB Ejection Button Test Fail,General Test Function Issue,2026-04-29
GF114,Device Initial Fail,General Test Function Issue,2026-04-29
GF115,Web Password Fail,General Test Function Issue,2026-04-29
GF116,Write Parameters Fail,General Test Function Issue,2026-04-29
GF117,Write Parameters Timeout,General Test Function Issue,2026-04-29
GF118,Check Parameters Timeout,General Test Function Issue,2026-04-29
GF119,DUT Power Consumption Check Fail,General Test Function Issue,2026-04-29
GF120,Load Customer Code Fail,Unknown,2026-04-29
GF121,Check Telnet Status Fail,General Test Function Issue,2026-04-29
GF122,UART Test Fail,General Test Function Issue,2026-04-29
GF123,Telnet Login Fail,General Test Function Issue,2026-04-29
GF124,Check Work Order Fail,General Test Function Issue,2026-04-29
GF125,Set Regulation Domain Fail,General Test Function Issue,2026-04-29
GF126,Check Regulation Domain Fail,General Test Function Issue,2026-04-29
GF127,Set Regrev Fail,General Test Function Issue,2026-04-29
GF128,Check Regrev Fail,General Test Function Issue,2026-04-29
GF129,Check Part Number Fail,General Test Function Issue,2026-04-29
GF130,Switch Test Fail,Unknown,2026-04-29
GF131,Get Board Parameters Fail,General Test Function Issue,2026-04-29
GF132,Can,General Test Function Issue,2026-04-29
GF133,Loading Image Check Fail,General Test Function Issue,2026-04-29
GF134,Write Protection Fail,General Test Function Issue,2026-04-29
GF135,Ping Dut Until Offline Fail,General Test Function Issue,2026-04-29
GF136,Enable Device Fail,General Test Function Issue,2026-04-29
GF137,Disable Device Fail,General Test Function Issue,2026-04-29
GF138,DDR RAM Self Test Fail,General Test Function Issue,2026-04-29
GF139,Reset DUT,General Test Function Issue,2026-04-29
GF140,Remove DUT Fail,Unknown,2026-04-29
GF141,Kill SW Process Fail,General Test Function Issue,2026-04-29
GF142,Software Rebooting Fail,General Test Function Issue,2026-04-29
GF143,Generate Username and Password Fail,General Test Function Issue,2026-04-29
GF144,WebUI Login Fail,General Test Function Issue,2026-04-29
GF145,Check PSK Fail,General Test Function Issue,2026-04-29
GF146,Check PWDPSK Fail,General Test Function Issue,2026-04-29
GF147,LED Button Test Fail,General Test Function Issue,2026-04-29
GF148,Check SSL Fail,General Test Function Issue,2026-04-29
GF149,Detect HardDisk Fail,General Test Function Issue,2026-04-29
GF150,Set RTC Time Fail,Unknown,2026-04-29
GF151,Check RTC Time Fail,General Test Function Issue,2026-04-29
GF152,Check FTTH Mode Fail,General Test Function Issue,2026-04-29
GF153,Rework to MFG Mode Fail,General Test Function Issue,2026-04-29
GF154,Power Module Test Fail,General Test Function Issue,2026-04-29
GF155,GPIO Test Fail,General Test Function Issue,2026-04-29
GF156,LCD Test Fail,General Test Function Issue,2026-04-29
GF157,Nand Flash Test Fail,General Test Function Issue,2026-04-29
GF158,SPI Flash Test Fail,General Test Function Issue,2026-04-29
GF159,I2C Test Fail,General Test Function Issue,2026-04-29
GF160,Loop Back Test Fail,Unknown,2026-04-29
GF161,I2C Voltage Test Fail,General Test Function Issue,2026-04-29
GF162,Set WLAN ON Fail,General Test Function Issue,2026-04-29
GF163,Load ART2 File Fail,General Test Function Issue,2026-04-29
GF164,Check Pwmon Fail,General Test Function Issue,2026-04-29
GF165,Check CPU Frequency Fail,General Test Function Issue,2026-04-29
GF166,LAN Test T1 & T2 Port Test Fail,General Test Function Issue,2026-04-29
GF167,Set WLAN OFF Fail,General Test Function Issue,2026-04-29
GF168,Initialize ART Partition Fail,General Test Function Issue,2026-04-29
GF169,Lock CPU Pin Fail,General Test Function Issue,2026-04-29
GF170,Check Dut Current Fail,Unknown,2026-04-29
GF171,USB 3.0 Port Detected 2.0 Device Fail,General Test Function Issue,2026-04-29
GF172,USB 3.0 Port Detected 3.0 Device Fail,General Test Function Issue,2026-04-29
GF173,ART2 5GHz Spectral Mask Fail,General Test Function Issue,2026-04-29
GF174,Download Test Image Fail,General Test Function Issue,2026-04-29
GF175,USB 2.0 Test Fail,General Test Function Issue,2026-04-29
GF176,USB 3.0 Test Fail,General Test Function Issue,2026-04-29
GF177,Ping FTP Server Fail,General Test Function Issue,2026-04-29
GF178,Get file from FTP Server Fail,General Test Function Issue,2026-04-29
GF179,Get MAC from File Fail,General Test Function Issue,2026-04-29
GF180,Set SSL ID Fail,Unknown,2026-04-29
GF181,Check security File Fail,General Test Function Issue,2026-04-29
GF182,Check Security FW Image Fail,General Test Function Issue,2026-04-29
GF183,Parse data from SFIS Fail,General Test Function Issue,2026-04-29
GF184,Check Parameters Fail,General Test Function Issue,2026-04-29
GF185,Write Certificate Files Fail,General Test Function Issue,2026-04-29
GF186,Noise Floor Cal Fail,General Test Function Issue,2026-04-29
GF187,Write Cap Values to Memory Fail,General Test Function Issue,2026-04-29
GF188,Program Cap Values to OTP Fail,General Test Function Issue,2026-04-29
GF189,Check Certificate Files Fail,General Test Function Issue,2026-04-29
GF190,Temperature Test Fail,Unknown,2026-04-29
GF191,Spur Test Fail,General Test Function Issue,2026-04-29
GF192     Set WiFi Up Fail,,General Test Function Issue,2026-04-29
GF193     Set WiFi Down Fail,,General Test Function Issue,2026-04-29
GF194     Set ART Stop Fail,,General Test Function Issue,2026-04-29
GF195     Update Target Power Fail,,General Test Function Issue,2026-04-29
GF196     Set FT Program Version Fail,,General Test Function Issue,2026-04-29
GF197     Local PHY Status Fail,,General Test Function Issue,2026-04-29
GF198,SDIO Test Fail,General Test Function Issue,2026-04-29
GF199     Check art Mode Fail,,General Test Function Issue,2026-04-29
GF200,Check test Mode Fail,Unknown,2026-04-29
GF201     Check FT Program Version Fail,,Unknown,2026-04-29
GF202     Init test Mode Fail,,Unknown,2026-04-29
GF203     HW Switch Button Up Fail,,Unknown,2026-04-29
GF204     HW Switch Button Down Fail,,Unknown,2026-04-29
GF205     HW Switch Button Left Fail,,Unknown,2026-04-29
GF206     HW Switch Button Right Fail,,Unknown,2026-04-29
GF207     HW Switch Button Enter Fail,,Unknown,2026-04-29
GF208     Find CA File Fail,,Unknown,2026-04-29
GF209     Copy CA File Fail,,Unknown,2026-04-29
GF210     Write CA File Fail,,Unknown,2026-04-29
GF211     Init Audio Loopback Mode Fail,,General Test Function Issue,2026-04-29
GF212     Audio Test Fail,,General Test Function Issue,2026-04-29
GF213     IR TX Test Fail,,General Test Function Issue,2026-04-29
GF214     IR RX Test Fail,,General Test Function Issue,2026-04-29
GF215     Audio Record Test Fail,,General Test Function Issue,2026-04-29
GF216     Audio Play Test Fail,,General Test Function Issue,2026-04-29
GF217     Audio Analysis THD+N Fail,,General Test Function Issue,2026-04-29
GF218     Audio Analysis Power Fail,,General Test Function Issue,2026-04-29
GF219     Audio Analysis Output Level Fail,,General Test Function Issue,2026-04-29
GF220     Audio Record File Found Fail,,Unknown,2026-04-29
GF221     Update Cal File Fail,,General Test Function Issue,2026-04-29
GF222     Set PT Program Version Fail,,General Test Function Issue,2026-04-29
GF223     Check PT Program Version Fail,,General Test Function Issue,2026-04-29
GF224     Set RF Board BOM Version Fail,,General Test Function Issue,2026-04-29
GF225     Check RF Board BOM Version Fail,,General Test Function Issue,2026-04-29
GF226     Set Mechanical BOM Version Fail,,General Test Function Issue,2026-04-29
GF227     Check Mechanical BOM Version Fail,,General Test Function Issue,2026-04-29
GF228     Set Mechanical SOP Version Fail,,General Test Function Issue,2026-04-29
GF229     Check Mechanical SOP Version Fail,,General Test Function Issue,2026-04-29
GF230,Check Wifi Chip Fail,Unknown,2026-04-29
GF231,Get IP From DHCP Server Fail,General Test Function Issue,2026-04-29
GF232     Set GFAST Mode Fail,,General Test Function Issue,2026-04-29
GF233     Check ECC Correction Count Fail,,General Test Function Issue,2026-04-29
GF234,TPM Init Fail,General Test Function Issue,2026-04-29
GF235,TPM Enable Fail,General Test Function Issue,2026-04-29
GF236,Check SN Fail,General Test Function Issue,2026-04-29
GF237,Set Model Name fail,General Test Function Issue,2026-04-29
GF238,Check Model Name fail,General Test Function Issue,2026-04-29
GF239,Set Speaker version fail,General Test Function Issue,2026-04-29
GF240,Check Speaker version fail,Unknown,2026-04-29
GF241,Check SSID fail,General Test Function Issue,2026-04-29
GF242,Open/short test fail,General Test Function Issue,2026-04-29
GF243,Set HwId fail,General Test Function Issue,2026-04-29
GF244,Check HwId fail,General Test Function Issue,2026-04-29
GF245,Set HwVersion fail,General Test Function Issue,2026-04-29
GF246,Check HwVersion fail,General Test Function Issue,2026-04-29
GF247,Set HwBom fail,General Test Function Issue,2026-04-29
GF248,Checkk HwBom fail,General Test Function Issue,2026-04-29
GF249,Set DataCode fail,General Test Function Issue,2026-04-29
GF250,Set AuthKey fail,Unknown,2026-04-29
GF251,Check AuthKey fail,General Test Function Issue,2026-04-29
GF252,Check WiFi Board Connection Fail,General Test Function Issue,2026-04-29
GF253,Secure Boot Enable Fail,General Test Function Issue,2026-04-29
GF254,Reboot Button Test Fail,General Test Function Issue,2026-04-29
GF255,Display Button Test Fail,General Test Function Issue,2026-04-29
GF257     Generate Board Data Fail,,General Test Function Issue,2026-04-29
GF260,Check Firmware Version Fail,Unknown,2026-04-29
GF280     Upgrade Firmware Fail,,Unknown,2026-04-29
GF281,MDIO Test Fail,General Test Function Issue,2026-04-29
GF282,Micro Chip Test Fail,General Test Function Issue,2026-04-29
GF283,NXP Driver Test Fail,General Test Function Issue,2026-04-29
GF284,USB-C Voltage Test Fail,General Test Function Issue,2026-04-29
GF285,Ping Custom IP Fail,General Test Function Issue,2026-04-29
GF286,Flash Read Write Test Fail,General Test Function Issue,2026-04-29
GF287,Buzzer Test Fail,General Test Function Issue,2026-04-29
GF289,DDR Ram ID Check Fail,General Test Function Issue,2026-04-29
GF290,eMMC Rom ID Check Fail,Unknown,2026-04-29
EN001,Set COM Port Fail,Environment Issue,2026-04-29
EN002,Golden Unavailable,Environment Issue,2026-04-29
EN003,Get Network Interface Fail,Environment Issue,2026-04-29
EN004,Check Routing Table Fail,Environment Issue,2026-04-29
EN005,The Console Controller Not Response,Environment Issue,2026-04-29
EN006,Generate UUID Fail,Environment Issue,2026-04-29
EN007,Label and DUT SN Doesn't Match,Environment Issue,2026-04-29
EN008,Get SN Fail,Environment Issue,2026-04-29
EN009,Instrument and Fixture Init Fail,Environment Issue,2026-04-29
SF001,,SFIS Issue,2026-04-29
SF002,,SFIS Issue,2026-04-29
SF003,,SFIS Issue,2026-04-29
SF004,,SFIS Issue,2026-04-29
BN001,Controller Configure Fail,Burn-in Issue,2026-04-29
BN002,PoE Switch Configure Fail,Burn-in Issue,2026-04-29
BN003,Software rebooting Fail,Burn-in Issue,2026-04-29
BN004,Hardware rebooting Fail,Burn-in Issue,2026-04-29
BN005,Ping to 2.4G Client Card Fail,Burn-in Issue,2026-04-29
BN006,Ping to 5G Client Card Fail,Burn-in Issue,2026-04-29
BN007,Ping to LAN Client Card Fail,Burn-in Issue,2026-04-29
BN008,Ping to 5G and LAN Fail,Burn-in Issue,2026-04-29
BN009,Ping to 2G and LAN Fail,Burn-in Issue,2026-04-29
BN010,Ping to 2G and 5G Client Card Fail,Burn-in Issue,2026-04-29
BN011,Ping to 2G and 5G and LAN Fail,Burn-in Issue,2026-04-29
BN012,Hardware rebooting and Ping LAN Fail,Burn-in Issue,2026-04-29
BN013,Hardware rebooting and Ping to 5G Client Card,Burn-in Issue,2026-04-29
BN014,Hardware rebooting and Ping to 5G and LAN Fail,Burn-in Issue,2026-04-29
BN015,Hardware rebooting and Ping to 2G Client Card,Burn-in Issue,2026-04-29
BN016,Hardware rebooting and Ping to 2G and LAN Fail,Burn-in Issue,2026-04-29
BN017,Hardware rebooting and Ping to 2G and 5G Fail,Burn-in Issue,2026-04-29
BN018,Hardware rebooting and Ping to 2G and 5G and,Burn-in Issue,2026-04-29
BN019,Software rebooting and Ping to LAN Fail,Burn-in Issue,2026-04-29
BN020,Software rebooting and Ping to 5G Fail,Burn-in Issue,2026-04-29
BN021,Software rebooting and Ping to 5G and LAN Fail,Burn-in Issue,2026-04-29
BN022,Software rebooting and Ping to 2G Fail,Burn-in Issue,2026-04-29
BN023,Software rebooting and Ping to 2G and LAN Fail,Burn-in Issue,2026-04-29
BN024,Software rebooting and Ping to 2G and 5G Fail,Burn-in Issue,2026-04-29
BN025,Software rebooting and Ping to 2G and 5G and,Burn-in Issue,2026-04-29
BN026,Software rebooting and Hardware rebooting Fail,Burn-in Issue,2026-04-29
BN027,Software and Hardware rebooting and Ping to 5G,Burn-in Issue,2026-04-29
BN028,Software and Hardware rebooting and Ping to,Burn-in Issue,2026-04-29
BN029,Software and Hardware rebooting and Ping to 5G,Burn-in Issue,2026-04-29
BN030,Software and Hardware rebooting and Ping to 5G,Burn-in Issue,2026-04-29
BN031,Software and Hardware rebooting and Ping to 2G,Burn-in Issue,2026-04-29
BN032,Software and Hardware rebooting and Ping to 2G,Burn-in Issue,2026-04-29
BN033,Software and Hardware rebooting and Ping to 2G,Burn-in Issue,2026-04-29
BN034,Software and Hardware rebooting and Ping to 2G,Burn-in Issue,2026-04-29
BN035,Check Agingtest Result Fail,Burn-in Issue,2026-04-29
CC001,NFC Card Init Fail,NFC Card Issue,2026-04-29
CC002,Write NFC Card Data Fail,NFC Card Issue,2026-04-29
CC003,Check NFC Card Data Fail,NFC Card Issue,2026-04-29
AP001,Execute Application Fail,Test Related Application Issue,2026-04-29
AP002,Can't Start Iperf Server,Test Related Application Issue,2026-04-29
AP003,Set Comport control to Golden Test PC,Test Related Application Issue,2026-04-29
AP004,Can't disconnect from Golden,Test Related Application Issue,2026-04-29
AP005,Start Iperf Error,Test Related Application Issue,2026-04-29
AP006,Iperf Test Timeout,Test Related Application Issue,2026-04-29
AP007,Get RSSI Timeout,Test Related Application Issue,2026-04-29
AP008,Can't Set Comport to communicate with Golden,Test Related Application Issue,2026-04-29
AP009,Can't Set Iperf Server IP to golden Test PC,Test Related Application Issue,2026-04-29
AP010,Can't Set Iperf Client IP to golden Test PC,Test Related Application Issue,2026-04-29
AP011,Can't Set IPerf server command to golden Test PC,Test Related Application Issue,2026-04-29
AP012,Throughput Golden Server is Not Ready,Test Related Application Issue,2026-04-29
AP013,Can't Get Golden Server Information,Test Related Application Issue,2026-04-29
ZB001     Burn Node test Firmware Fail,,Zigbee Test Function Issue,2026-04-29
ZB002     Burn Zigbee token gruop parameter Fail,,Zigbee Test Function Issue,2026-04-29
ZB003     Burn ZCP Firmware Fail,,Zigbee Test Function Issue,2026-04-29
ZB004     TX EVM Fail,,Zigbee Test Function Issue,2026-04-29
ZB005     TX EVM-OFFSET Fail,,Zigbee Test Function Issue,2026-04-29
ZB006     TX Freq Error Fail,,Zigbee Test Function Issue,2026-04-29
ZB007     TX Symbol Clock Error Fail,,Zigbee Test Function Issue,2026-04-29
ZB009     TX Power Fail,,Zigbee Test Function Issue,2026-04-29
ZB010     TX Spectrum Mask Fail,,Zigbee Test Function Issue,2026-04-29
ZB011     RX PER Fail,,Zigbee Test Function Issue,2026-04-29
ZB012     RX RSSI Fail,,Zigbee Test Function Issue,2026-04-29
ZB013     Zigbee Enable Test Fail,,Zigbee Test Function Issue,2026-04-29
ZB014     Zigbee Host Form Test Fail,,Zigbee Test Function Issue,2026-04-29
ZB015     Zigbee Client Join Test Fail,,Zigbee Test Function Issue,2026-04-29
ZB016     Zigbee Host Discover Test Fail,,Zigbee Test Function Issue,2026-04-29
ZB017     Zigbee Client Leave Test Fail,,Zigbee Test Function Issue,2026-04-29
ZB018,Check Zigbee Golden Status Fail,Zigbee Test Function Issue,2026-04-29
ZB019,Check Zigbee DUT Status Fail,Zigbee Test Function Issue,2026-04-29
ZB020,Zigbee Golden Telnet login Fail,Zigbee Test Function Issue,2026-04-29
